refshort,fragment_id,plot_id,fragment_plot_comb,patch_type,scientific_name,sampling_effort,sampling_design,abundance,latitude,longitude
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Globa__0720,6,standardized_subsamples,27,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Laemophloeidae__0389,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Lagriinae__0517,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Lagriinae__0519,6,standardized_subsamples,3,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Lagriinae__0521,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Leiodinae__0578,6,standardized_subsamples,4,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Listriophorus__0728,6,standardized_subsamples,16,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Oligota__0272,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Osoriinae__0125,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Paederinae__0037,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Paederinae__0041,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Paederinae__0043,6,standardized_subsamples,2,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Paederinae__0059,6,standardized_subsamples,2,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Palaminus__0030,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Phaenostoma__0306,6,standardized_subsamples,9,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Phaenostoma__0307,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Phalepsoides__0770,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Phalepsoides__0773,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Phalepsoides__0775,6,standardized_subsamples,2,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Phalepsoides__0776,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Ptenidium__0606,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Ptiliidae__0585,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Ptiliidae__0950,6,standardized_subsamples,2,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Ptiliidae__0953,6,standardized_subsamples,2,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Ptiliidae__0959,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scaphidiinae__0530,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scaphidiinae__0540,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scarabaeinae__0240,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scolytinae__0895,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scolytinae__0901,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scolytinae__0902,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scolytinae__0916,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scolytinae__0932,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scydmaenidae__0625,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scydmaenidae__0626,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scydmaenidae__0628,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scydmaenidae__0632,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scydmaenidae__0647,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scydmaenidae__0666,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scydmaenidae__0674,6,standardized_subsamples,2,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scydmaenidae__0686,6,standardized_subsamples,2,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scydmaenidae__0687,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scydmaenidae__0694,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scydmaenidae__0697,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scydmaenidae__0718,6,standardized_subsamples,4,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scydmaenidae__0830,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scydmaenidae__0832,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scydmaenidae__0834,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scydmaenidae__0835,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Scydmaenidae__0837,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Sepedophilus__0001,6,standardized_subsamples,3,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Staphylininae__0088,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Tuberoplectus__0785,6,standardized_subsamples,4,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Tuberoplectus__0788,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Tuberoplectus__0790,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL10ha,plot1,COL10ha_plot1,fragmented,Xylosandrus__0884,6,standardized_subsamples,1,-2.404797222,-59.87197222
Didham_1999,COL2,plot1,COL2_plot1,continuous,Acanthoceridae__0360,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Aleocharinae__0163,6,standardized_subsamples,3,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Aleocharinae__0185,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Aleocharinae__0189,6,standardized_subsamples,2,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Aphodiinae__0234,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Araptus_sp.A_0919,6,standardized_subsamples,2,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Araptus_sp.E_0888,6,standardized_subsamples,6,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Araptus_sp.F_0887,6,standardized_subsamples,4,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Arthmius__0744,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Baeocera__0541,6,standardized_subsamples,2,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Brachycerinae__0317,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Carabidae__0270,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Carabidae__0271,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Carpelimus__0016,6,standardized_subsamples,8,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Carpelimus__0018,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Cerylonidae__0449,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Chrysomelidae__0382,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Ciidae__0859,6,standardized_subsamples,6,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Ciidae__0862,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Coccotrypes__0923,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Curculioninae__0326,6,standardized_subsamples,6,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Curculioninae__0347,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Curculioninae__0980,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Curculioninae__0981,6,standardized_subsamples,2,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Curculioninae__0989,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Endomychidae__0486,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Endomychidae__0490,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Ephimia__0748,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Euconnus__0714,6,standardized_subsamples,2,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Euphalepsus__0783,6,standardized_subsamples,2,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Goniacerus__0724,6,standardized_subsamples,23,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Histeridae__0454,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Jubus__0793,6,standardized_subsamples,12,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Jubus__0794,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Jubus__0814,6,standardized_subsamples,4,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Leiodinae__0578,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Leiodinae__0579,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Lycoperdinella__0426,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Mayetia__0760,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,n.gen.__0735,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,n.gen.__0759,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Osoriinae__0098,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Osoriinae__0101,6,standardized_subsamples,2,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Osoriinae__0107,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Osoriinae__0108,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Osoriinae__0112,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Osoriinae__0115,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Paederinae__0023,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Paederinae__0027,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Paederinae__0038,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Paederinae__0040,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Paederinae__0041,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Paederinae__0043,6,standardized_subsamples,9,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Paederinae__0058,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Palaminus__0028,6,standardized_subsamples,2,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Phalepsoides__0770,6,standardized_subsamples,15,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Phalepsoides__0773,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Ptenidium__0606,6,standardized_subsamples,39,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Ptiliidae__0597,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Ptiliidae__0604,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Ptiliidae__0946,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Ptiliidae__0953,6,standardized_subsamples,2,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Ptiliidae__0954,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Ptiliidae__0959,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Ptiliidae__0960,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scalenarthrus__0722,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scaphidiinae__0537,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scarabaeinae__0239,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scolytinae__0882,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scolytinae__0893,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scolytinae__0896,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scolytinae__0901,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scolytinae__0902,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scolytinae__0905,6,standardized_subsamples,3,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scolytinae__0932,6,standardized_subsamples,2,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scydmaenidae__0614,6,standardized_subsamples,2,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scydmaenidae__0618,6,standardized_subsamples,3,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scydmaenidae__0625,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scydmaenidae__0631,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scydmaenidae__0640,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scydmaenidae__0643,6,standardized_subsamples,2,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scydmaenidae__0645,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scydmaenidae__0654,6,standardized_subsamples,3,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scydmaenidae__0674,6,standardized_subsamples,2,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scydmaenidae__0689,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scydmaenidae__0692,6,standardized_subsamples,7,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scydmaenidae__0700,6,standardized_subsamples,4,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scydmaenidae__0717,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Scydmaenidae__0936,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Sebaga__0811,6,standardized_subsamples,2,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Staphylininae__0089,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Staphylininae__0281,6,standardized_subsamples,2,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Steninae__0068,6,standardized_subsamples,2,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Tachys__0268,6,standardized_subsamples,2,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Tachys__0269,6,standardized_subsamples,8,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Tenebrionidae__0499,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot1,COL2_plot1,continuous,Tuberoplectus__0790,6,standardized_subsamples,1,-2.431636111,-59.86211111
Didham_1999,COL2,plot2,COL2_plot2,continuous,Acanthoceridae__0359,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Acanthoceridae__0370,6,standardized_subsamples,2,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Acylophorus__0080,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Adelopsis__0313,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Aglyptinus__0584,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Aleocharinae__0169,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Aleocharinae__0189,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Aleocharinae__0202,6,standardized_subsamples,2,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Aleocharinae__0230,6,standardized_subsamples,2,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Aleocharinae__0231,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Araptus_sp.A_0919,6,standardized_subsamples,32,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Araptus_sp.B_0929,6,standardized_subsamples,5,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Araptus_sp.F_0887,6,standardized_subsamples,12,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Baeocera__0541,6,standardized_subsamples,4,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Carabidae__0294,6,standardized_subsamples,3,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Carpelimus__0016,6,standardized_subsamples,11,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Carpelimus__0017,6,standardized_subsamples,6,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Carpelimus__0018,6,standardized_subsamples,6,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Cerylonidae__0442,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Chrysomelidae__0369,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Chrysomelidae__0373,6,standardized_subsamples,8,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Coccotrypes__0921,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Coccotrypes__0922,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Coccotrypes__0923,6,standardized_subsamples,2,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Colydiidae__0430,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Coproporus__0002,6,standardized_subsamples,4,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Corylophidae__0844,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Curculioninae__0976,6,standardized_subsamples,2,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Curculioninae__0980,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Curculioninae__0982,6,standardized_subsamples,3,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Curculioninae__0985,6,standardized_subsamples,4,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Curculioninae__0986,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Curculioninae__0987,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Curculioninae__0988,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Curculioninae__0989,6,standardized_subsamples,2,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Elateridae__0434,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Endomychidae__0488,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Ephimia__0758,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Euaesthetinae__0069,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Euconnus__0714,6,standardized_subsamples,10,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Eurhexius__0739,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,gen.3__0764,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Goniacerus__0724,6,standardized_subsamples,4,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Hamotus__0753,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Histeridae__0465,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Jubus__0791,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Jubus__0793,6,standardized_subsamples,4,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Jubus__0798,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Jubus__0813,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Jubus__0814,6,standardized_subsamples,2,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Lagriinae__0516,6,standardized_subsamples,4,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Leiodinae__0578,6,standardized_subsamples,3,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Osoriinae__0093,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Osoriinae__0101,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Osoriinae__0114,6,standardized_subsamples,2,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Paederinae__0027,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Paederinae__0033,6,standardized_subsamples,1,-2.431594444,-59.86201667
Didham_1999,COL2,plot2,COL2_plot2,continuous,Paederinae__0038,6,standardized_subsamples,1,-2.431594444,-59.86201667
